Unnamed: 0,Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases
1217,1218,50,Male,Boots,Footwear,63,Nebraska,Cyan,Fall,2.6,No,Free Shipping,Yes,Yes,12,Cash,Every 3 Months
2681,2682,23,Female,Shoes,Footwear,23,Massachusetts,Olive,Summer,4.8,No,Standard,No,No,17,Debit Card,Monthly
3725,3726,18,Female,Dress,Clothing,100,Oklahoma,Turquoise,Winter,4.4,No,Next Day Air,No,No,2,PayPal,Annually
2993,2994,32,Female,Jacket,Outerwear,21,Kansas,Indigo,Spring,4.2,No,Free Shipping,No,No,18,Cash,Bi-Weekly
1416,1417,48,Male,Boots,Footwear,56,Idaho,Silver,Summer,3.4,No,Free Shipping,Yes,Yes,46,Cash,Quarterly
2217,2218,35,Male,Jewelry,Accessories,27,Indiana,Red,Fall,2.6,No,Store Pickup,No,No,42,Bank Transfer,Fortnightly
3263,3264,56,Female,Shorts,Clothing,68,Vermont,Black,Fall,4.4,No,Express,No,No,31,Debit Card,Fortnightly
1676,1677,27,Male,Sunglasses,Accessories,44,West Virginia,Cyan,Winter,3.1,No,Next Day Air,Yes,Yes,34,Bank Transfer,Weekly
1197,1198,54,Male,Sneakers,Footwear,92,Vermont,Violet,Fall,3.9,No,Standard,Yes,Yes,26,PayPal,Annually
1542,1543,59,Male,Blouse,Clothing,44,Hawaii,Maroon,Winter,3.5,No,Next Day Air,Yes,Yes,43,PayPal,Weekly
2960,2961,57,Female,Coat,Outerwear,48,Indiana,Olive,Spring,3.6,No,Standard,No,No,47,Credit Card,Weekly
2539,2540,33,Male,Sandals,Footwear,73,Massachusetts,Purple,Fall,4.1,No,Next Day Air,No,No,24,Cash,Bi-Weekly
953,954,68,Male,Sunglasses,Accessories,50,Utah,Cyan,Spring,3.6,Yes,2-Day Shipping,Yes,Yes,36,Venmo,Quarterly
3145,3146,57,Female,Handbag,Accessories,29,Texas,Purple,Spring,4.6,No,Standard,No,No,16,PayPal,Fortnightly
3080,3081,69,Female,Hoodie,Clothing,42,Colorado,Yellow,Spring,4.1,No,Next Day Air,No,No,5,Cash,Bi-Weekly
2635,2636,59,Male,Hoodie,Clothing,80,Colorado,Peach,Spring,2.9,No,2-Day Shipping,No,No,34,PayPal,Fortnightly
750,751,25,Male,T-shirt,Clothing,95,Maryland,Violet,Fall,3.4,Yes,Free Shipping,Yes,Yes,5,Venmo,Annually
2705,2706,65,Female,Jacket,Outerwear,81,Washington,Turquoise,Spring,5.0,No,Store Pickup,No,No,1,Credit Card,Bi-Weekly
234,235,20,Male,Gloves,Accessories,39,South Dakota,Silver,Summer,3.7,Yes,Next Day Air,Yes,Yes,24,Credit Card,Weekly
732,733,34,Male,Shirt,Clothing,57,New Hampshire,Blue,Spring,2.8,Yes,Express,Yes,Yes,28,Cash,Bi-Weekly
3888,3889,45,Female,Sneakers,Footwear,69,Virginia,Violet,Spring,3.4,No,Standard,No,No,14,Venmo,Bi-Weekly
1156,1157,20,Male,Shoes,Footwear,21,Hawaii,Gold,Summer,4.8,No,Express,Yes,Yes,6,Venmo,Every 3 Months
3338,3339,29,Female,Skirt,Clothing,94,Minnesota,White,Winter,2.9,No,2-Day Shipping,No,No,46,Credit Card,Monthly
2445,2446,63,Male,Scarf,Accessories,96,Tennessee,Brown,Summer,4.1,No,Store Pickup,No,No,50,Cash,Weekly
2982,2983,33,Female,Dress,Clothing,45,Wisconsin,Orange,Summer,3.6,No,Store Pickup,No,No,4,Credit Card,Weekly
1209,1210,41,Male,Pants,Clothing,62,Pennsylvania,Blue,Winter,3.8,No,Next Day Air,Yes,Yes,16,Bank Transfer,Monthly
1065,1066,59,Male,T-shirt,Clothing,20,Alabama,Blue,Spring,4.1,No,Store Pickup,Yes,Yes,3,PayPal,Every 3 Months
2156,2157,38,Male,Skirt,Clothing,83,Missouri,Maroon,Winter,3.6,No,Next Day Air,No,No,41,Debit Card,Bi-Weekly
1062,1063,59,Male,Boots,Footwear,75,Ohio,Brown,Fall,2.6,No,Next Day Air,Yes,Yes,21,Debit Card,Every 3 Months
2616,2617,61,Male,Sandals,Footwear,55,Georgia,Purple,Spring,3.6,No,Express,No,No,46,Cash,Annually
1167,1168,60,Male,Socks,Clothing,83,New Jersey,Beige,Summer,3.6,No,Free Shipping,Yes,Yes,16,PayPal,Quarterly
1492,1493,62,Male,Jacket,Outerwear,38,North Carolina,Maroon,Summer,4.5,No,Free Shipping,Yes,Yes,3,Venmo,Quarterly
2938,2939,28,Female,Sunglasses,Accessories,53,Maine,Violet,Fall,3.0,No,Standard,No,No,15,Cash,Monthly
2995,2996,29,Female,Jeans,Clothing,96,Virginia,Orange,Summer,2.5,No,Standard,No,No,42,Debit Card,Bi-Weekly
3096,3097,69,Female,Shirt,Clothing,63,Kansas,White,Winter,3.5,No,Next Day Air,No,No,20,Bank Transfer,Monthly
3204,3205,57,Female,Jacket,Outerwear,92,New Mexico,Lavender,Fall,4.3,No,Free Shipping,No,No,23,Debit Card,Bi-Weekly
3455,3456,49,Female,T-shirt,Clothing,89,Ohio,Orange,Fall,4.7,No,Standard,No,No,13,Venmo,Annually
3140,3141,34,Female,Gloves,Accessories,44,Alaska,Peach,Summer,4.6,No,Free Shipping,No,No,37,Bank Transfer,Weekly
884,885,67,Male,Skirt,Clothing,91,Hawaii,Yellow,Winter,4.1,Yes,Express,Yes,Yes,34,Bank Transfer,Weekly
143,144,30,Male,Coat,Outerwear,48,Missouri,Beige,Fall,2.7,Yes,Store Pickup,Yes,Yes,25,PayPal,Quarterly
3822,3823,70,Female,Hat,Accessories,41,Kansas,Gold,Spring,3.2,No,Free Shipping,No,No,17,PayPal,Every 3 Months
850,851,68,Male,Shoes,Footwear,20,Connecticut,Turquoise,Winter,2.6,Yes,Store Pickup,Yes,Yes,13,Venmo,Monthly
2782,2783,41,Female,Gloves,Accessories,34,Idaho,Cyan,Spring,3.8,No,Free Shipping,No,No,30,PayPal,Annually
717,718,21,Male,Socks,Clothing,90,Alaska,Green,Spring,4.2,Yes,Express,Yes,Yes,7,Venmo,Every 3 Months
3695,3696,38,Female,Skirt,Clothing,33,Florida,White,Fall,4.6,No,Standard,No,No,18,Bank Transfer,Fortnightly
2502,2503,46,Male,Skirt,Clothing,47,Idaho,Pink,Spring,4.1,No,Standard,No,No,17,PayPal,Every 3 Months
264,265,36,Male,Pants,Clothing,78,Colorado,Charcoal,Fall,3.9,Yes,Store Pickup,Yes,Yes,15,Cash,Annually
75,76,64,Male,Scarf,Accessories,85,Utah,Blue,Summer,2.7,Yes,Free Shipping,Yes,Yes,21,Credit Card,Annually
2492,2493,50,Male,Sunglasses,Accessories,96,South Dakota,Silver,Summer,4.1,No,Next Day Air,No,No,34,Bank Transfer,Bi-Weekly
395,396,37,Male,Sneakers,Footwear,65,Rhode Island,Brown,Winter,4.9,Yes,Store Pickup,Yes,Yes,2,PayPal,Annually
3300,3301,26,Female,Hat,Accessories,80,Oklahoma,Charcoal,Spring,4.0,No,Express,No,No,40,Bank Transfer,Bi-Weekly
2224,2225,18,Male,Gloves,Accessories,25,Nebraska,Charcoal,Winter,4.3,No,Standard,No,No,38,Cash,Quarterly
3090,3091,29,Female,Shirt,Clothing,36,Texas,Peach,Summer,4.9,No,Store Pickup,No,No,15,Bank Transfer,Quarterly
3637,3638,32,Female,Boots,Footwear,66,Utah,Yellow,Winter,3.6,No,Express,No,No,32,Credit Card,Fortnightly
396,397,46,Male,Dress,Clothing,88,South Carolina,Black,Fall,3.9,Yes,Standard,Yes,Yes,24,Bank Transfer,Annually
1365,1366,28,Male,Handbag,Accessories,69,Indiana,Magenta,Winter,4.5,No,Store Pickup,Yes,Yes,18,Bank Transfer,Fortnightly
3238,3239,25,Female,Sneakers,Footwear,84,Wyoming,Teal,Fall,3.4,No,2-Day Shipping,No,No,37,Cash,Quarterly
1903,1904,59,Male,Pants,Clothing,63,North Carolina,Gold,Summer,3.3,No,Standard,No,No,37,Bank Transfer,Weekly
595,596,30,Male,Shoes,Footwear,77,Delaware,Silver,Summer,3.6,Yes,Next Day Air,Yes,Yes,47,PayPal,Quarterly
2109,2110,59,Male,Jewelry,Accessories,31,California,Peach,Fall,2.7,No,Free Shipping,No,No,28,Venmo,Every 3 Months
1296,1297,48,Male,Jeans,Clothing,29,South Dakota,Teal,Spring,2.8,No,Express,Yes,Yes,16,Cash,Bi-Weekly
1821,1822,57,Male,Shorts,Clothing,53,Maine,Teal,Spring,2.8,No,Express,No,No,29,PayPal,Quarterly
872,873,56,Male,Jeans,Clothing,33,North Dakota,Pink,Spring,2.9,Yes,Standard,Yes,Yes,25,Cash,Quarterly
3364,3365,50,Female,Scarf,Accessories,33,Oregon,Peach,Fall,3.2,No,Standard,No,No,7,Credit Card,Monthly
3782,3783,40,Female,Jacket,Outerwear,45,Alabama,Orange,Spring,2.8,No,Free Shipping,No,No,42,PayPal,Fortnightly
2326,2327,66,Male,Skirt,Clothing,63,Oklahoma,Maroon,Winter,2.6,No,Standard,No,No,38,Bank Transfer,Annually
1548,1549,69,Male,Dress,Clothing,32,Maryland,Silver,Summer,3.7,No,Store Pickup,Yes,Yes,43,Bank Transfer,Weekly
36,37,35,Male,T-shirt,Clothing,69,Illinois,Maroon,Winter,4.6,Yes,Free Shipping,Yes,Yes,44,PayPal,Fortnightly
2710,2711,69,Female,Jacket,Outerwear,51,Wisconsin,Purple,Summer,4.7,No,Standard,No,No,3,Bank Transfer,Fortnightly
3273,3274,58,Female,Belt,Accessories,45,Nevada,Orange,Summer,2.6,No,Free Shipping,No,No,34,PayPal,Every 3 Months
2143,2144,53,Male,Sandals,Footwear,66,Arkansas,Red,Fall,3.8,No,Next Day Air,No,No,48,Venmo,Bi-Weekly
3313,3314,55,Female,Hat,Accessories,30,Kansas,Black,Fall,3.9,No,Express,No,No,45,Credit Card,Monthly
977,978,20,Male,Belt,Accessories,20,Washington,Black,Spring,4.6,Yes,Express,Yes,Yes,34,Cash,Bi-Weekly
1571,1572,28,Male,Jewelry,Accessories,88,Colorado,Silver,Winter,4.5,No,Next Day Air,Yes,Yes,11,Bank Transfer,Fortnightly
1122,1123,70,Male,Handbag,Accessories,62,North Carolina,Charcoal,Spring,4.3,No,2-Day Shipping,Yes,Yes,12,Credit Card,Annually
2786,2787,54,Female,Handbag,Accessories,51,Colorado,Violet,Spring,3.8,No,Next Day Air,No,No,41,Debit Card,Every 3 Months
2239,2240,42,Male,Jewelry,Accessories,96,Alabama,Indigo,Summer,3.8,No,2-Day Shipping,No,No,41,Credit Card,Every 3 Months
2967,2968,34,Female,Sneakers,Footwear,36,Indiana,Silver,Summer,3.4,No,Free Shipping,No,No,40,Venmo,Annually
2504,2505,56,Male,Shorts,Clothing,94,Rhode Island,Turquoise,Winter,4.0,No,Store Pickup,No,No,31,Cash,Bi-Weekly
1892,1893,39,Male,Jacket,Outerwear,30,California,Blue,Fall,4.6,No,2-Day Shipping,No,No,12,Venmo,Weekly
675,676,64,Male,Sunglasses,Accessories,86,Arkansas,Yellow,Spring,2.6,Yes,2-Day Shipping,Yes,Yes,9,Cash,Annually
2808,2809,49,Female,Skirt,Clothing,62,Tennessee,Beige,Spring,3.9,No,Free Shipping,No,No,45,PayPal,Every 3 Months
3068,3069,32,Female,Boots,Footwear,40,California,Indigo,Winter,4.2,No,Express,No,No,4,Debit Card,Weekly
728,729,29,Male,Jeans,Clothing,78,Nebraska,Pink,Winter,3.7,Yes,Next Day Air,Yes,Yes,12,PayPal,Every 3 Months
412,413,24,Male,Jacket,Outerwear,74,Maine,Yellow,Summer,3.1,Yes,Store Pickup,Yes,Yes,3,Bank Transfer,Weekly
3146,3147,21,Female,Shirt,Clothing,83,Virginia,Yellow,Winter,4.9,No,Free Shipping,No,No,19,PayPal,Annually
1516,1517,20,Male,Jeans,Clothing,68,Nevada,Indigo,Winter,4.5,No,Express,Yes,Yes,5,Bank Transfer,Bi-Weekly
1649,1650,58,Male,T-shirt,Clothing,63,Wisconsin,White,Summer,4.9,No,Free Shipping,Yes,Yes,3,Credit Card,Quarterly
825,826,27,Male,Belt,Accessories,94,Nebraska,Brown,Fall,3.6,Yes,Next Day Air,Yes,Yes,17,Cash,Monthly
616,617,29,Male,Gloves,Accessories,72,Pennsylvania,Teal,Spring,4.6,Yes,Free Shipping,Yes,Yes,38,Credit Card,Every 3 Months
114,115,70,Male,Coat,Outerwear,95,Massachusetts,Blue,Summer,3.7,Yes,Store Pickup,Yes,Yes,9,Cash,Weekly
417,418,23,Male,Sandals,Footwear,81,Mississippi,Beige,Fall,4.5,Yes,Free Shipping,Yes,Yes,48,Debit Card,Quarterly
3069,3070,62,Female,Jeans,Clothing,73,Delaware,Magenta,Spring,4.6,No,Express,No,No,17,Debit Card,Quarterly
1625,1626,34,Male,Skirt,Clothing,45,Minnesota,Beige,Winter,3.0,No,Next Day Air,Yes,Yes,3,PayPal,Bi-Weekly
3017,3018,58,Female,Sunglasses,Accessories,71,Wisconsin,Purple,Summer,3.3,No,Next Day Air,No,No,24,Cash,Bi-Weekly
2652,2653,23,Female,Shorts,Clothing,20,Maryland,Cyan,Summer,3.3,No,2-Day Shipping,No,No,46,Credit Card,Monthly
3817,3818,66,Female,Scarf,Accessories,91,Missouri,Magenta,Fall,2.6,No,Express,No,No,40,PayPal,Annually
89,90,47,Male,Jacket,Outerwear,83,California,Pink,Fall,3.6,Yes,Next Day Air,Yes,Yes,15,Cash,Quarterly
2896,2897,30,Female,Blouse,Clothing,91,Delaware,Silver,Summer,3.3,No,Free Shipping,No,No,2,Venmo,Every 3 Months
3395,3396,44,Female,Dress,Clothing,43,Colorado,Silver,Winter,3.1,No,Free Shipping,No,No,15,Debit Card,Every 3 Months
2082,2083,41,Male,Jeans,Clothing,89,Arkansas,Yellow,Summer,2.9,No,Free Shipping,No,No,28,Venmo,Every 3 Months
753,754,47,Male,Boots,Footwear,54,Massachusetts,Teal,Fall,3.4,Yes,Store Pickup,Yes,Yes,27,Venmo,Quarterly
2546,2547,63,Male,Boots,Footwear,21,Texas,Gray,Summer,3.0,No,Express,No,No,4,Credit Card,Quarterly
1630,1631,63,Male,Shoes,Footwear,48,New Jersey,Gold,Summer,2.9,No,Store Pickup,Yes,Yes,29,Venmo,Every 3 Months
11,12,30,Male,Shorts,Clothing,68,Hawaii,Olive,Winter,4.9,Yes,Store Pickup,Yes,Yes,10,Bank Transfer,Fortnightly
2444,2445,47,Male,Scarf,Accessories,65,West Virginia,Gold,Fall,3.7,No,Express,No,No,15,Debit Card,Bi-Weekly
284,285,63,Male,Skirt,Clothing,45,Ohio,Red,Summer,3.5,Yes,Standard,Yes,Yes,4,PayPal,Quarterly
1066,1067,49,Male,Coat,Outerwear,96,Mississippi,Red,Winter,4.0,No,Store Pickup,Yes,Yes,11,PayPal,Bi-Weekly
1191,1192,34,Male,T-shirt,Clothing,70,Indiana,Charcoal,Winter,4.1,No,Free Shipping,Yes,Yes,50,Venmo,Quarterly
1440,1441,27,Male,Sandals,Footwear,76,Arizona,Pink,Spring,4.4,No,Standard,Yes,Yes,13,Venmo,Monthly
3743,3744,62,Female,Pants,Clothing,28,Idaho,Cyan,Fall,3.6,No,Free Shipping,No,No,36,Debit Card,Quarterly
3640,3641,47,Female,Sunglasses,Accessories,31,Minnesota,Pink,Spring,4.0,No,Next Day Air,No,No,17,PayPal,Monthly
2738,2739,50,Female,Sneakers,Footwear,81,Ohio,Charcoal,Summer,4.3,No,2-Day Shipping,No,No,39,Venmo,Every 3 Months
3518,3519,50,Female,Shirt,Clothing,97,Colorado,Black,Spring,4.2,No,Standard,No,No,30,PayPal,Quarterly
1568,1569,51,Male,Sneakers,Footwear,76,Washington,Yellow,Spring,4.6,No,Store Pickup,Yes,Yes,8,Debit Card,Monthly
2427,2428,27,Male,Jacket,Outerwear,26,Oregon,Purple,Spring,3.3,No,Standard,No,No,45,Cash,Quarterly
2737,2738,57,Female,Jewelry,Accessories,76,North Carolina,Indigo,Spring,4.4,No,Free Shipping,No,No,35,Cash,Every 3 Months
3794,3795,44,Female,Scarf,Accessories,82,South Dakota,Violet,Summer,3.6,No,2-Day Shipping,No,No,27,Venmo,Weekly
1687,1688,67,Male,Skirt,Clothing,70,Georgia,Magenta,Winter,3.7,No,Free Shipping,No,No,4,PayPal,Annually
851,852,35,Male,Sandals,Footwear,86,Massachusetts,Red,Summer,2.9,Yes,Express,Yes,Yes,19,Debit Card,Monthly
2207,2208,69,Male,Handbag,Accessories,38,New Mexico,Gray,Fall,2.9,No,Next Day Air,No,No,11,Credit Card,Annually
895,896,40,Male,Hat,Accessories,69,Mississippi,Olive,Spring,4.7,Yes,Next Day Air,Yes,Yes,33,Debit Card,Quarterly
496,497,30,Male,Dress,Clothing,63,California,Maroon,Fall,3.3,Yes,Express,Yes,Yes,31,Venmo,Fortnightly
2305,2306,68,Male,Handbag,Accessories,63,Maine,Gold,Summer,2.6,No,Free Shipping,No,No,47,Cash,Weekly
1782,1783,52,Male,Pants,Clothing,88,Utah,Lavender,Fall,2.7,No,Next Day Air,No,No,40,Bank Transfer,Fortnightly
335,336,20,Male,Sweater,Clothing,85,Oregon,Maroon,Spring,3.7,Yes,Standard,Yes,Yes,44,Venmo,Every 3 Months
2839,2840,70,Female,Scarf,Accessories,80,South Dakota,Teal,Summer,2.8,No,Store Pickup,No,No,30,Bank Transfer,Monthly
3087,3088,62,Female,Shirt,Clothing,84,North Carolina,Charcoal,Spring,3.1,No,Free Shipping,No,No,29,Bank Transfer,Monthly
515,516,28,Male,Hat,Accessories,67,Kentucky,Charcoal,Spring,4.5,Yes,Next Day Air,Yes,Yes,7,Cash,Monthly
1348,1349,19,Male,Belt,Accessories,54,Nebraska,Purple,Spring,3.2,No,Standard,Yes,Yes,23,Credit Card,Fortnightly
1015,1016,68,Male,Gloves,Accessories,24,North Carolina,Cyan,Summer,4.1,Yes,Standard,Yes,Yes,34,Cash,Weekly
2816,2817,43,Female,Skirt,Clothing,28,Maryland,Black,Spring,3.5,No,Free Shipping,No,No,45,Venmo,Weekly
3653,3654,67,Female,Coat,Outerwear,20,Minnesota,Blue,Spring,3.9,No,Next Day Air,No,No,39,Credit Card,Fortnightly
3647,3648,47,Female,Shorts,Clothing,45,Kansas,Gray,Winter,2.9,No,Store Pickup,No,No,12,Bank Transfer,Weekly
2809,2810,66,Female,Shorts,Clothing,98,Arkansas,Teal,Summer,3.0,No,Standard,No,No,27,Debit Card,Quarterly
3251,3252,25,Female,Coat,Outerwear,20,Nevada,Gold,Winter,3.7,No,Standard,No,No,39,Venmo,Quarterly
3336,3337,39,Female,Blouse,Clothing,45,Montana,Brown,Fall,4.0,No,Free Shipping,No,No,24,Debit Card,Annually
3883,3884,34,Female,Hat,Accessories,38,North Dakota,Purple,Fall,4.0,No,Next Day Air,No,No,22,Cash,Fortnightly
1781,1782,31,Male,T-shirt,Clothing,33,Iowa,Pink,Fall,3.7,No,Express,No,No,49,Bank Transfer,Quarterly
2569,2570,42,Male,Dress,Clothing,75,New York,Charcoal,Spring,4.8,No,Free Shipping,No,No,10,Bank Transfer,Bi-Weekly
1785,1786,47,Male,Gloves,Accessories,29,Iowa,Peach,Fall,4.1,No,Next Day Air,No,No,22,Venmo,Monthly
2070,2071,56,Male,Jewelry,Accessories,88,Nebraska,Red,Spring,3.1,No,Express,No,No,14,Cash,Monthly
356,357,56,Male,Pants,Clothing,80,Nevada,Black,Spring,3.8,Yes,Standard,Yes,Yes,27,Cash,Weekly
3709,3710,31,Female,Socks,Clothing,43,Utah,Silver,Fall,3.6,No,Free Shipping,No,No,27,PayPal,Quarterly
1312,1313,66,Male,T-shirt,Clothing,79,Missouri,Violet,Winter,3.0,No,Store Pickup,Yes,Yes,19,Bank Transfer,Monthly
1635,1636,68,Male,Sunglasses,Accessories,24,North Carolina,Violet,Summer,3.2,No,Standard,Yes,Yes,40,Cash,Annually
550,551,62,Male,Belt,Accessories,62,Georgia,Olive,Summer,3.3,Yes,Store Pickup,Yes,Yes,12,PayPal,Weekly
2388,2389,21,Male,Dress,Clothing,68,Alabama,Peach,Fall,4.1,No,Store Pickup,No,No,10,Debit Card,Annually
2479,2480,37,Male,Dress,Clothing,98,Kansas,Olive,Fall,4.2,No,Standard,No,No,26,Credit Card,Every 3 Months
2521,2522,29,Male,Handbag,Accessories,33,Minnesota,Magenta,Fall,4.4,No,Standard,No,No,18,PayPal,Every 3 Months
2265,2266,36,Male,Coat,Outerwear,94,Montana,Yellow,Fall,3.9,No,Store Pickup,No,No,10,PayPal,Quarterly
2959,2960,38,Female,Handbag,Accessories,28,Texas,Maroon,Summer,4.7,No,Free Shipping,No,No,9,PayPal,Quarterly
1227,1228,27,Male,Blouse,Clothing,37,Illinois,Yellow,Spring,4.9,No,Store Pickup,Yes,Yes,19,Bank Transfer,Bi-Weekly
3479,3480,46,Female,Sweater,Clothing,56,New York,Orange,Summer,4.9,No,Standard,No,No,41,Cash,Monthly
3059,3060,46,Female,Sweater,Clothing,71,Kentucky,Maroon,Spring,3.2,No,Express,No,No,42,Credit Card,Quarterly
957,958,38,Male,Scarf,Accessories,23,Indiana,Violet,Spring,4.7,Yes,Store Pickup,Yes,Yes,11,Cash,Quarterly
1773,1774,21,Male,Coat,Outerwear,92,West Virginia,Blue,Summer,2.7,No,Free Shipping,No,No,17,PayPal,Annually
2141,2142,24,Male,Dress,Clothing,98,Kentucky,Peach,Winter,4.1,No,2-Day Shipping,No,No,32,PayPal,Annually
1008,1009,41,Male,Scarf,Accessories,85,New Mexico,Pink,Spring,2.6,Yes,Store Pickup,Yes,Yes,29,PayPal,Annually
3118,3119,61,Female,Shorts,Clothing,97,Virginia,Blue,Summer,4.7,No,Standard,No,No,31,Debit Card,Quarterly
1092,1093,68,Male,Jewelry,Accessories,50,South Dakota,Magenta,Spring,4.1,No,2-Day Shipping,Yes,Yes,20,Venmo,Quarterly
3470,3471,19,Female,Coat,Outerwear,69,West Virginia,Olive,Summer,4.5,No,Free Shipping,No,No,31,Cash,Bi-Weekly
2744,2745,38,Female,Shirt,Clothing,66,Wyoming,Silver,Winter,3.3,No,Store Pickup,No,No,40,Credit Card,Monthly
3696,3697,63,Female,Blouse,Clothing,48,Connecticut,Turquoise,Fall,3.4,No,Next Day Air,No,No,26,Bank Transfer,Annually
996,997,29,Male,Sandals,Footwear,91,Delaware,Maroon,Summer,4.9,Yes,Standard,Yes,Yes,32,Bank Transfer,Quarterly
1679,1680,60,Male,Dress,Clothing,52,Massachusetts,Black,Fall,4.5,No,Next Day Air,No,No,24,Debit Card,Bi-Weekly
