Unnamed: 0,Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases
1190,1191,62,Male,Shirt,Clothing,45,South Carolina,Orange,Winter,4.3,No,Next Day Air,Yes,Yes,31,Credit Card,Weekly
2538,2539,18,Male,Scarf,Accessories,32,New Jersey,Silver,Summer,4.2,No,Next Day Air,No,No,33,Credit Card,Bi-Weekly
530,531,48,Male,Coat,Outerwear,37,Montana,Magenta,Winter,3.2,Yes,Store Pickup,Yes,Yes,25,Credit Card,Bi-Weekly
3862,3863,56,Female,Shirt,Clothing,49,Idaho,Turquoise,Winter,2.8,No,Next Day Air,No,No,9,Venmo,Monthly
49,50,68,Male,Hoodie,Clothing,30,New Jersey,Indigo,Spring,4.6,Yes,Next Day Air,Yes,Yes,34,Debit Card,Bi-Weekly
3281,3282,27,Female,Pants,Clothing,69,Oregon,Gold,Winter,3.1,No,Free Shipping,No,No,41,Bank Transfer,Annually
3212,3213,27,Female,Sneakers,Footwear,22,Wyoming,Indigo,Winter,3.6,No,2-Day Shipping,No,No,21,Debit Card,Weekly
858,859,19,Male,Jacket,Outerwear,26,Oklahoma,Olive,Fall,3.1,Yes,Free Shipping,Yes,Yes,33,PayPal,Weekly
1767,1768,69,Male,Jewelry,Accessories,89,Minnesota,Lavender,Fall,3.8,No,2-Day Shipping,No,No,46,Debit Card,Fortnightly
1072,1073,48,Male,Shorts,Clothing,92,Idaho,Gold,Fall,3.5,No,Express,Yes,Yes,34,Debit Card,Fortnightly
719,720,63,Male,Shorts,Clothing,22,Mississippi,Turquoise,Summer,3.3,Yes,Next Day Air,Yes,Yes,42,Venmo,Bi-Weekly
3349,3350,35,Female,Jewelry,Accessories,79,Georgia,Red,Fall,2.8,No,Store Pickup,No,No,29,PayPal,Quarterly
2110,2111,52,Male,Socks,Clothing,93,Montana,Cyan,Spring,3.9,No,Store Pickup,No,No,36,Debit Card,Every 3 Months
2912,2913,48,Female,Shoes,Footwear,37,Oregon,Yellow,Winter,4.0,No,Standard,No,No,27,Cash,Bi-Weekly
2121,2122,43,Male,Backpack,Accessories,68,Alaska,Olive,Winter,3.5,No,2-Day Shipping,No,No,32,Bank Transfer,Monthly
2254,2255,24,Male,Belt,Accessories,79,North Dakota,Gold,Winter,4.2,No,Store Pickup,No,No,44,PayPal,Every 3 Months
2752,2753,48,Female,Sweater,Clothing,64,Colorado,Peach,Winter,4.0,No,Free Shipping,No,No,30,Venmo,Bi-Weekly
2430,2431,20,Male,Jacket,Outerwear,100,North Dakota,White,Summer,4.3,No,Express,No,No,42,Cash,Quarterly
2887,2888,23,Female,Sandals,Footwear,28,Kentucky,Blue,Winter,2.8,No,Express,No,No,12,Cash,Bi-Weekly
3311,3312,29,Female,Hat,Accessories,52,Florida,Blue,Summer,4.0,No,Express,No,No,18,Bank Transfer,Annually
3412,3413,61,Female,Sandals,Footwear,83,Indiana,Magenta,Fall,3.8,No,Store Pickup,No,No,31,Venmo,Quarterly
3512,3513,36,Female,Shirt,Clothing,46,Kentucky,White,Fall,3.4,No,Free Shipping,No,No,31,Debit Card,Quarterly
2663,2664,46,Female,Sneakers,Footwear,52,Wisconsin,Silver,Fall,2.9,No,Free Shipping,No,No,23,Bank Transfer,Annually
2071,2072,69,Male,Jacket,Outerwear,100,South Carolina,Yellow,Fall,4.8,No,Store Pickup,No,No,37,PayPal,Quarterly
2749,2750,64,Female,Jacket,Outerwear,53,Vermont,Cyan,Spring,3.4,No,Standard,No,No,15,Bank Transfer,Annually
1689,1690,32,Male,Shirt,Clothing,73,North Carolina,Turquoise,Winter,4.6,No,Store Pickup,No,No,32,Bank Transfer,Monthly
3843,3844,64,Female,Hat,Accessories,71,Georgia,Silver,Winter,4.0,No,Free Shipping,No,No,48,Venmo,Every 3 Months
1385,1386,41,Male,Jewelry,Accessories,64,Mississippi,Indigo,Fall,2.6,No,Store Pickup,Yes,Yes,1,Bank Transfer,Bi-Weekly
1399,1400,19,Male,Hat,Accessories,81,Nebraska,Olive,Winter,3.1,No,Store Pickup,Yes,Yes,48,Venmo,Annually
1195,1196,25,Male,Scarf,Accessories,95,Texas,White,Winter,4.0,No,2-Day Shipping,Yes,Yes,33,Venmo,Monthly
3673,3674,32,Female,Socks,Clothing,28,Rhode Island,Pink,Summer,4.2,No,2-Day Shipping,No,No,31,Bank Transfer,Fortnightly
1475,1476,44,Male,Blouse,Clothing,61,Rhode Island,Teal,Spring,4.0,No,Express,Yes,Yes,24,Cash,Monthly
1918,1919,35,Male,Skirt,Clothing,33,Idaho,Purple,Summer,4.6,No,Standard,No,No,33,Debit Card,Monthly
3409,3410,24,Female,Shirt,Clothing,93,Minnesota,Teal,Summer,3.2,No,Next Day Air,No,No,3,Credit Card,Every 3 Months
2266,2267,20,Male,Dress,Clothing,44,Missouri,Yellow,Fall,4.3,No,Store Pickup,No,No,32,Debit Card,Weekly
297,298,48,Male,Shoes,Footwear,26,Delaware,Purple,Summer,4.4,Yes,Standard,Yes,Yes,4,Credit Card,Bi-Weekly
2694,2695,66,Female,Sunglasses,Accessories,27,Louisiana,Olive,Spring,4.9,No,Express,No,No,34,Credit Card,Every 3 Months
1264,1265,52,Male,Sweater,Clothing,92,Vermont,Blue,Winter,2.5,No,Next Day Air,Yes,Yes,1,Venmo,Bi-Weekly
2005,2006,18,Male,Sandals,Footwear,82,Tennessee,Cyan,Winter,3.4,No,Store Pickup,No,No,30,PayPal,Fortnightly
958,959,70,Male,Sneakers,Footwear,53,Washington,Beige,Winter,4.4,Yes,Free Shipping,Yes,Yes,31,Credit Card,Bi-Weekly
1606,1607,55,Male,T-shirt,Clothing,21,Kansas,White,Spring,4.3,No,Standard,Yes,Yes,4,PayPal,Fortnightly
3818,3819,70,Female,Sneakers,Footwear,41,Oregon,Indigo,Winter,3.8,No,Free Shipping,No,No,42,Cash,Monthly
2272,2273,29,Male,Jacket,Outerwear,38,Maine,Charcoal,Spring,4.0,No,Standard,No,No,44,PayPal,Monthly
2310,2311,30,Male,Gloves,Accessories,68,Virginia,Cyan,Spring,4.6,No,Standard,No,No,15,PayPal,Monthly
1609,1610,33,Male,Shirt,Clothing,93,Nevada,Brown,Fall,4.1,No,Standard,Yes,Yes,3,Venmo,Monthly
2350,2351,57,Male,Shoes,Footwear,26,Hawaii,Turquoise,Winter,4.2,No,Free Shipping,No,No,21,Cash,Annually
1374,1375,22,Male,Handbag,Accessories,97,New York,Red,Fall,2.7,No,Free Shipping,Yes,Yes,5,Bank Transfer,Quarterly
1286,1287,40,Male,Gloves,Accessories,49,West Virginia,Yellow,Winter,4.9,No,Next Day Air,Yes,Yes,44,Debit Card,Fortnightly
3886,3887,37,Female,Jewelry,Accessories,92,Iowa,Brown,Summer,3.9,No,Express,No,No,40,Debit Card,Quarterly
349,350,37,Male,Hat,Accessories,87,Arizona,Green,Winter,3.7,Yes,2-Day Shipping,Yes,Yes,3,Bank Transfer,Bi-Weekly
1368,1369,21,Male,Shirt,Clothing,36,Wisconsin,Orange,Summer,4.9,No,Express,Yes,Yes,2,Cash,Weekly
2850,2851,57,Female,Sweater,Clothing,79,Nebraska,Silver,Spring,3.0,No,Store Pickup,No,No,36,Debit Card,Annually
643,644,18,Male,Sweater,Clothing,57,Oregon,Green,Winter,3.2,Yes,Next Day Air,Yes,Yes,10,Bank Transfer,Every 3 Months
2426,2427,70,Male,Jacket,Outerwear,42,Florida,Olive,Fall,4.6,No,Free Shipping,No,No,26,Debit Card,Every 3 Months
2662,2663,25,Female,Skirt,Clothing,98,Nebraska,Cyan,Summer,2.8,No,2-Day Shipping,No,No,44,PayPal,Fortnightly
669,670,43,Male,Jacket,Outerwear,89,Illinois,Gray,Spring,3.3,Yes,Free Shipping,Yes,Yes,45,Venmo,Bi-Weekly
3535,3536,68,Female,Shorts,Clothing,51,Mississippi,Red,Summer,5.0,No,Express,No,No,20,Debit Card,Monthly
2840,2841,40,Female,T-shirt,Clothing,47,West Virginia,Pink,Spring,3.5,No,Store Pickup,No,No,41,Cash,Annually
3185,3186,52,Female,Skirt,Clothing,71,Ohio,Gold,Fall,4.7,No,Express,No,No,6,PayPal,Annually
3698,3699,25,Female,Skirt,Clothing,54,California,Maroon,Spring,4.0,No,2-Day Shipping,No,No,4,Venmo,Annually
1179,1180,20,Male,T-shirt,Clothing,33,Indiana,Blue,Summer,2.8,No,Free Shipping,Yes,Yes,44,Bank Transfer,Annually
3270,3271,59,Female,Socks,Clothing,25,Illinois,Indigo,Winter,4.7,No,Express,No,No,48,PayPal,Annually
3020,3021,23,Female,Jeans,Clothing,81,Arkansas,Charcoal,Fall,2.8,No,Store Pickup,No,No,48,Venmo,Every 3 Months
1754,1755,66,Male,Dress,Clothing,93,Massachusetts,Beige,Fall,3.8,No,2-Day Shipping,No,No,18,Credit Card,Fortnightly
1587,1588,41,Male,Socks,Clothing,99,Alabama,Beige,Summer,3.5,No,Free Shipping,Yes,Yes,33,Credit Card,Fortnightly
3810,3811,46,Female,Skirt,Clothing,79,Wisconsin,Peach,Fall,3.9,No,Free Shipping,No,No,29,Venmo,Monthly
3388,3389,35,Female,Sweater,Clothing,61,South Dakota,Cyan,Spring,4.5,No,Store Pickup,No,No,21,Credit Card,Weekly
2313,2314,64,Male,Dress,Clothing,31,Georgia,Black,Summer,4.7,No,Next Day Air,No,No,36,Bank Transfer,Fortnightly
1357,1358,24,Male,Backpack,Accessories,66,Texas,Red,Summer,3.5,No,Next Day Air,Yes,Yes,20,Cash,Quarterly
786,787,70,Male,Hat,Accessories,21,Indiana,Teal,Winter,4.8,Yes,Express,Yes,Yes,16,Bank Transfer,Every 3 Months
3819,3820,36,Female,Pants,Clothing,99,Arkansas,Gold,Spring,2.9,No,Express,No,No,45,Cash,Quarterly
140,141,63,Male,Shirt,Clothing,28,North Carolina,Yellow,Fall,3.9,Yes,2-Day Shipping,Yes,Yes,50,Credit Card,Weekly
788,789,50,Male,Pants,Clothing,51,Rhode Island,Yellow,Summer,3.8,Yes,Store Pickup,Yes,Yes,18,Bank Transfer,Quarterly
323,324,66,Male,Hoodie,Clothing,78,Tennessee,Orange,Winter,3.5,Yes,Next Day Air,Yes,Yes,29,PayPal,Bi-Weekly
3694,3695,45,Female,Sweater,Clothing,41,Rhode Island,Blue,Winter,2.6,No,Express,No,No,11,PayPal,Bi-Weekly
714,715,26,Male,Jacket,Outerwear,70,South Dakota,Magenta,Fall,4.4,Yes,Store Pickup,Yes,Yes,40,Debit Card,Fortnightly
2228,2229,54,Male,Gloves,Accessories,50,Kansas,Green,Fall,3.7,No,Free Shipping,No,No,5,Credit Card,Weekly
2314,2315,42,Male,Handbag,Accessories,95,Virginia,Brown,Winter,4.4,No,Express,No,No,12,Bank Transfer,Every 3 Months
3599,3600,37,Female,Scarf,Accessories,34,Kansas,Peach,Spring,4.6,No,Express,No,No,4,Cash,Weekly
1966,1967,67,Male,Jacket,Outerwear,95,Indiana,Purple,Winter,3.7,No,Express,No,No,5,Credit Card,Fortnightly
3280,3281,45,Female,Handbag,Accessories,57,New York,Red,Winter,2.7,No,Next Day Air,No,No,5,PayPal,Monthly
1808,1809,67,Male,Jacket,Outerwear,71,Tennessee,Lavender,Spring,4.3,No,Next Day Air,No,No,7,Debit Card,Monthly
618,619,61,Male,Jacket,Outerwear,94,Indiana,Cyan,Spring,4.0,Yes,Express,Yes,Yes,21,Debit Card,Bi-Weekly
406,407,52,Male,Gloves,Accessories,55,Maryland,Peach,Spring,4.6,Yes,Express,Yes,Yes,13,Cash,Monthly
3061,3062,33,Female,T-shirt,Clothing,59,South Dakota,Olive,Fall,4.5,No,Express,No,No,20,PayPal,Every 3 Months
2627,2628,66,Male,Shirt,Clothing,26,Missouri,Silver,Fall,3.6,No,Next Day Air,No,No,40,Bank Transfer,Quarterly
1795,1796,68,Male,Jeans,Clothing,20,Wisconsin,Violet,Fall,4.0,No,2-Day Shipping,No,No,9,Debit Card,Fortnightly
2283,2284,44,Male,Handbag,Accessories,45,Ohio,Black,Winter,4.1,No,Free Shipping,No,No,34,Credit Card,Fortnightly
2357,2358,53,Male,Shirt,Clothing,67,Michigan,Cyan,Fall,4.2,No,2-Day Shipping,No,No,40,Credit Card,Bi-Weekly
497,498,43,Male,Sneakers,Footwear,39,Oklahoma,Silver,Winter,4.6,Yes,Free Shipping,Yes,Yes,31,Cash,Weekly
2196,2197,25,Male,Dress,Clothing,58,Vermont,Gray,Spring,4.8,No,Next Day Air,No,No,31,PayPal,Weekly
342,343,64,Male,Coat,Outerwear,36,Kentucky,Olive,Spring,2.6,Yes,Next Day Air,Yes,Yes,48,Credit Card,Every 3 Months
2515,2516,37,Male,Blouse,Clothing,92,Kansas,Magenta,Summer,4.2,No,2-Day Shipping,No,No,41,Cash,Monthly
2934,2935,38,Female,Gloves,Accessories,22,Idaho,Orange,Fall,4.7,No,Next Day Air,No,No,41,Bank Transfer,Quarterly
782,783,28,Male,Hoodie,Clothing,57,Hawaii,Green,Summer,4.5,Yes,Standard,Yes,Yes,15,Cash,Weekly
1323,1324,58,Male,Shorts,Clothing,62,New York,Yellow,Spring,4.6,No,Standard,Yes,Yes,15,Debit Card,Every 3 Months
3815,3816,32,Female,Hat,Accessories,44,Maine,Brown,Fall,4.3,No,Express,No,No,12,Venmo,Fortnightly
3148,3149,37,Female,Shorts,Clothing,35,West Virginia,Purple,Fall,4.3,No,Free Shipping,No,No,15,Venmo,Weekly
303,304,20,Male,Sandals,Footwear,60,Oregon,Turquoise,Summer,3.3,Yes,Next Day Air,Yes,Yes,49,Venmo,Weekly
3176,3177,36,Female,Sandals,Footwear,37,Arkansas,Turquoise,Spring,4.6,No,2-Day Shipping,No,No,39,Credit Card,Monthly
2807,2808,56,Female,Hoodie,Clothing,100,Maryland,Charcoal,Spring,4.4,No,2-Day Shipping,No,No,10,Debit Card,Fortnightly
664,665,63,Male,Pants,Clothing,83,Colorado,Indigo,Winter,4.4,Yes,Express,Yes,Yes,41,PayPal,Bi-Weekly
1177,1178,54,Male,Skirt,Clothing,21,Iowa,Black,Spring,4.8,No,Standard,Yes,Yes,24,Debit Card,Monthly
1244,1245,70,Male,Socks,Clothing,76,Indiana,Silver,Summer,3.9,No,2-Day Shipping,Yes,Yes,2,Cash,Monthly
2375,2376,60,Male,Backpack,Accessories,63,Virginia,Peach,Fall,2.9,No,Next Day Air,No,No,18,Credit Card,Quarterly
2247,2248,34,Male,Jewelry,Accessories,37,Florida,Teal,Summer,4.4,No,Next Day Air,No,No,18,Venmo,Annually
2937,2938,28,Female,Handbag,Accessories,39,West Virginia,White,Spring,4.3,No,2-Day Shipping,No,No,15,Credit Card,Weekly
3477,3478,53,Female,Handbag,Accessories,85,Kentucky,Teal,Spring,3.8,No,Store Pickup,No,No,38,Debit Card,Bi-Weekly
2527,2528,19,Male,Pants,Clothing,36,Illinois,Gold,Fall,3.6,No,Express,No,No,33,Bank Transfer,Every 3 Months
84,85,52,Male,Coat,Outerwear,32,Arizona,Peach,Spring,4.4,Yes,Standard,Yes,Yes,42,Bank Transfer,Every 3 Months
3546,3547,60,Female,Scarf,Accessories,79,Kansas,Violet,Summer,3.6,No,Free Shipping,No,No,37,Bank Transfer,Bi-Weekly
941,942,39,Male,Handbag,Accessories,35,Illinois,Black,Winter,4.5,Yes,2-Day Shipping,Yes,Yes,38,PayPal,Every 3 Months
961,962,62,Male,Boots,Footwear,72,Pennsylvania,Olive,Fall,3.7,Yes,Next Day Air,Yes,Yes,37,Debit Card,Quarterly
841,842,55,Male,Sweater,Clothing,88,Texas,Beige,Summer,2.6,Yes,Store Pickup,Yes,Yes,28,PayPal,Fortnightly
2153,2154,35,Male,Shirt,Clothing,94,Kentucky,Violet,Fall,4.2,No,Free Shipping,No,No,31,PayPal,Annually
2714,2715,53,Female,Sweater,Clothing,45,Iowa,Olive,Winter,3.6,No,Store Pickup,No,No,16,Credit Card,Bi-Weekly
3077,3078,60,Female,Sweater,Clothing,88,Illinois,Red,Spring,3.0,No,Store Pickup,No,No,33,Debit Card,Bi-Weekly
2823,2824,26,Female,Dress,Clothing,63,Utah,Olive,Summer,4.5,No,Standard,No,No,47,Debit Card,Bi-Weekly
2268,2269,66,Male,Sweater,Clothing,26,Georgia,Charcoal,Spring,2.7,No,2-Day Shipping,No,No,15,Bank Transfer,Monthly
2656,2657,52,Female,Shorts,Clothing,76,Indiana,Yellow,Winter,3.6,No,Express,No,No,29,Bank Transfer,Fortnightly
290,291,58,Male,T-shirt,Clothing,33,Colorado,Indigo,Winter,3.7,Yes,Standard,Yes,Yes,50,PayPal,Weekly
2791,2792,43,Female,Gloves,Accessories,60,Iowa,Yellow,Fall,2.8,No,Express,No,No,14,Venmo,Fortnightly
2481,2482,41,Male,Belt,Accessories,92,New Jersey,Cyan,Fall,2.9,No,Free Shipping,No,No,35,Debit Card,Weekly
1871,1872,56,Male,Jeans,Clothing,96,Illinois,Violet,Fall,2.7,No,Standard,No,No,14,Cash,Every 3 Months
3264,3265,28,Female,Pants,Clothing,50,Maine,Charcoal,Winter,4.0,No,Express,No,No,39,Cash,Bi-Weekly
3528,3529,38,Female,Scarf,Accessories,67,Maine,Gray,Summer,4.5,No,Free Shipping,No,No,33,PayPal,Annually
604,605,44,Male,Sunglasses,Accessories,92,West Virginia,Pink,Fall,4.4,Yes,Store Pickup,Yes,Yes,11,Credit Card,Every 3 Months
2633,2634,51,Male,Sunglasses,Accessories,90,Alaska,Purple,Fall,4.7,No,Next Day Air,No,No,32,Credit Card,Fortnightly
916,917,49,Male,Jeans,Clothing,34,Illinois,Blue,Spring,2.7,Yes,Standard,Yes,Yes,16,Venmo,Monthly
2073,2074,38,Male,Belt,Accessories,25,Texas,Green,Winter,3.5,No,Next Day Air,No,No,2,PayPal,Every 3 Months
2381,2382,62,Male,Sandals,Footwear,23,Wisconsin,Teal,Summer,4.5,No,Free Shipping,No,No,23,PayPal,Annually
1099,1100,19,Male,Sweater,Clothing,73,North Carolina,Peach,Fall,2.6,No,Next Day Air,Yes,Yes,45,Bank Transfer,Fortnightly
1088,1089,49,Male,Pants,Clothing,21,Louisiana,Turquoise,Winter,2.7,No,Free Shipping,Yes,Yes,2,PayPal,Weekly
3704,3705,68,Female,Sunglasses,Accessories,61,Missouri,Black,Winter,4.0,No,Store Pickup,No,No,36,Credit Card,Quarterly
2717,2718,18,Female,Sunglasses,Accessories,62,Nebraska,Beige,Winter,4.3,No,Free Shipping,No,No,19,Credit Card,Every 3 Months
1624,1625,38,Male,Sweater,Clothing,32,Florida,White,Winter,3.6,No,Free Shipping,Yes,Yes,40,PayPal,Every 3 Months
2452,2453,68,Male,Shirt,Clothing,67,New York,Purple,Winter,4.1,No,Express,No,No,45,Bank Transfer,Every 3 Months
821,822,62,Male,Hoodie,Clothing,39,Vermont,Green,Spring,3.9,Yes,Standard,Yes,Yes,31,Credit Card,Bi-Weekly
2111,2112,41,Male,Sunglasses,Accessories,85,Missouri,Pink,Spring,2.6,No,Free Shipping,No,No,15,Bank Transfer,Annually
2416,2417,59,Male,Sandals,Footwear,83,Nebraska,Black,Summer,4.0,No,Next Day Air,No,No,26,Credit Card,Every 3 Months
3682,3683,42,Female,Shirt,Clothing,60,Wyoming,Maroon,Fall,4.6,No,Store Pickup,No,No,46,Venmo,Bi-Weekly
3149,3150,18,Female,Belt,Accessories,40,North Carolina,Lavender,Winter,4.6,No,Free Shipping,No,No,9,Venmo,Annually
3196,3197,24,Female,Belt,Accessories,59,Wisconsin,Maroon,Winter,2.8,No,Express,No,No,21,Debit Card,Fortnightly
1302,1303,23,Male,Sneakers,Footwear,25,Idaho,Gold,Fall,2.9,No,Next Day Air,Yes,Yes,37,Credit Card,Monthly
1000,1001,43,Male,Socks,Clothing,46,Georgia,Red,Winter,3.9,Yes,Express,Yes,Yes,1,Bank Transfer,Bi-Weekly
3209,3210,64,Female,Shoes,Footwear,31,Arkansas,Peach,Fall,4.3,No,Standard,No,No,39,Debit Card,Annually
2211,2212,50,Male,Sweater,Clothing,89,Maine,Purple,Winter,3.2,No,Free Shipping,No,No,45,Debit Card,Every 3 Months
1505,1506,46,Male,Belt,Accessories,20,North Dakota,Teal,Summer,3.0,No,Express,Yes,Yes,39,Cash,Monthly
1477,1478,24,Male,Belt,Accessories,32,Oregon,Silver,Summer,4.3,No,Standard,Yes,Yes,1,PayPal,Every 3 Months
18,19,52,Male,Sweater,Clothing,48,Montana,Black,Summer,4.6,Yes,Free Shipping,Yes,Yes,17,Cash,Weekly
1637,1638,35,Male,Dress,Clothing,21,Massachusetts,Peach,Spring,3.5,No,Next Day Air,Yes,Yes,32,Venmo,Fortnightly
1667,1668,51,Male,Handbag,Accessories,40,Oklahoma,Brown,Winter,3.4,No,2-Day Shipping,Yes,Yes,24,Bank Transfer,Every 3 Months
493,494,28,Male,Backpack,Accessories,48,Nevada,Red,Summer,4.7,Yes,Store Pickup,Yes,Yes,19,Cash,Bi-Weekly
1125,1126,27,Male,Sandals,Footwear,90,North Dakota,Lavender,Summer,2.7,No,2-Day Shipping,Yes,Yes,10,Bank Transfer,Weekly
1404,1405,36,Male,Jewelry,Accessories,28,New Mexico,Charcoal,Winter,3.5,No,Next Day Air,Yes,Yes,10,Debit Card,Weekly
3021,3022,65,Female,Sunglasses,Accessories,77,Pennsylvania,Blue,Summer,4.5,No,2-Day Shipping,No,No,47,Cash,Quarterly
2631,2632,53,Male,Skirt,Clothing,44,Connecticut,Violet,Summer,2.7,No,Express,No,No,3,Cash,Weekly
3056,3057,69,Female,Gloves,Accessories,59,New Jersey,Beige,Spring,3.8,No,Standard,No,No,15,Cash,Bi-Weekly
